id,title,author,publication_year,publisher,price,genre
0905762487,African Women: Their Struggle for Economic Independence,Christine Obbo,1980,Palgrave-Macmillan,25,Science
3499222604,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Christa Wichterich,1998,Rowohlt,8,Poetry
3746670055,"Women are the Niggers of the World: Ã¼ber Frauen, Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay)",Peter B Heim,1994,Aufbau Taschenbuch Verlag,8,Self-Help
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,16,History
3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt",27,Mystery
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,23,Travel
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,15,Self-Help
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,21,Self-Help
0385500769,A Map of the World,Jane Hamilton,1999,Doubleday Books,27,Thriller
0399147012,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group,9,Fantasy
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,12,Science Fiction
0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,34,Historical Fiction
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",31,Science
0451197275,Saving Private Ryan: A Novel,Max Allan Collins,1998,Signet Book,29,Fiction
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,16,Memoir
0151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt,35,Thriller
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,32,Cookbooks
0679442790,The Reader,Bernhard Schlink,1997,Random House,16,Cookbooks
0525943862,Cheaters,Eric Jerome Dickey,1999,Dutton Books,31,Self-Help
0609605925,Angel Falls,KRISTIN HANNAH,2000,Crown,18,Memoir
0060191929,The Saving Graces : A Novel,Patricia Gaffney,1999,HarperCollins,26,Thriller
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,26,Mystery
0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster,17,Romance
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster,10,Cookbooks
0743406176,If Only It Were True,Marc Levy,2000,Atria,22,Cookbooks
0380978539,"Dear Stranger, Dearest Friend",Laney Katz Becker,2000,William Morrow &amp; Company,11,Travel
0679603352,The Cider House Rules: A Novel (Modern Library),John Irving,1999,Modern Library,10,Drama
0679410430,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,1993,Everyman's Library,33,Graphic Novels
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,36,Travel
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,13,Self-Help
0679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc,20,Drama
0140107649,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books,14,Science Fiction
0609606727,Julie and Romeo,Jeanne Ray,2000,Harmony,23,Drama
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,13,Travel
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,29,Biography
1570717257,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark,22,Thriller
0060192631,One Heart,Jane McCafferty,1999,HarperCollins Publishers,30,Science
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,28,Fantasy
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,19,Travel
052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books,24,Self-Help
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,19,Historical Fiction
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,8,Fantasy
0670031046,In This Mountain,Jan Karon,2002,Viking Books,29,Self-Help
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,15,Memoir
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",32,Drama
0743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner,18,Graphic Novels
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",24,Romance
0684868911,The Carousel : A Novel,Richard Paul Evans,2000,Simon &amp; Schuster,33,Poetry
0842336214,The Promise Remains,Travis Thrasher,2000,Tyndale House Publishers,25,Historical Fiction
0399148582,You Cannot Be Serious,John McEnroe,2002,Putnam Publishing Group,15,Poetry
0684864320,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon &amp; Schuster,35,Horror
0525944834,Liar's Game,Eric Jerome Dickey,2000,Dutton Books,15,History
0345428900,Out of the Blue,Sally Mandel,2000,Ballantine Books,10,Graphic Novels
0451176812,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book,37,Drama
0671525794,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books,19,Cookbooks
0718144538,Shattered Uk,Dick Francis,0,Michael Joseph Ltd,24,Romance
0446602086,The Proud and the Free,Janet Dailey,1995,Warner Vision,16,Poetry
0394551427,Shoah,Claude Lanzmann,1985,Random House Inc,19,Self-Help
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,10,Biography
0007100221,TERROR FIRMA,Matthew Thomas,2001,Trafalgar Square,33,Horror
2253148539,Le Loup-garou,Boris Vian,1999,LGF,25,Science
2253043974,Chronique d'une mort annoncÃ?Â©e,Gabriel Garcia Marquez,1987,LGF,28,Fantasy
2020315491,Le neveu d'AmÃ?Â©rique,Luis SepÃ?Âºlveda,1998,Seuil,33,Adventure
0747549923,Last Exit to Brooklyn,Hubert Selby,2000,Bloomsbury Pub Ltd,26,Memoir
0743462335,More George W. Bushisms: More Verbal Contortions from America's 43rd President,Jacob Weisberg,2002,Simon &amp; Schuster (Trade Division),23,Drama
0140253580,Therapy,David Lodge,1996,Penguin Putnam~trade,24,Thriller
0947782141,Scottish Ghosts,Judy Hamilton,1999,Lomond Books,12,Biography
057120354X,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,2000,Faber Children's Books,10,Biography
0349101779,The Wasp Factory,Iain Banks,0,Abacus,17,Poetry
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside,29,Graphic Novels
185479549X,The World's Stupidest Laws,David Crombie,2000,Michael O'Mara Books,19,Romance
0140292918,"Of Mice and Men (Steinbeck \Essentials\"")""",John Steinbeck,2001,Penguin Books Ltd,19,Science
1854795554,The World's Stupidest Signs,Michael O'Mara,2000,Michael O'Mara Books,26,Graphic Novels
1858813093,Nessie: The Loch Ness Monster,Richard Brassey,2003,Trafalgar Square Books,37,Memoir
2871290911,"XIII, tome 13, L'enquÃ?Âªte : the XIII mystery",Jean Van Hamme,1999,Dargaud,17,Biography
0198604025,How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),R. W. Holder,2003,Oxford University Press,29,Fiction
1842151053,Cooking for One (Cook's Essentials),Valerie Ferguson,2000,Southwater Publishing,22,Graphic Novels
2253063339,Les Fourmis,Bernard Werber,2002,LGF,27,Romance
1860198597,How to Draw Celtic Knotwork: A Practical Handbook,Andy Sloss,0,Brockhampton Press,29,Young Adult
0767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway,20,History
1842040154,Celtic Myths and Legends,Charles L. Squire,2000,Lomond Books,8,Young Adult
0140622063,Scottish Folk and Fairy Tales (Penguin Popular Classics),Gordon Jarvie,1997,Penguin Books Ltd,14,Romance
0571209521,Terrible Times (Eddie Dickens Trilogy S.),Philip Ardagh,2002,Faber Children's Books,34,Graphic Novels
2264009306,CantilÃ¨nes en gelÃ©e ; Barnum's digest ; Vingt poÃ¨mes inÃ©dits (10/18 [i.e. Dix/dix-huit] ; 517),Boris Vian,1978,Union gÃ©nÃ©rale d'Ã©ditions,13,History
1841952931,Glasgow Zen,Alan Spence,2002,Canongate Books Ltd,27,Historical Fiction
0890877564,Totally Muffins Cookbook (Totally Cookbooks),Helene Siegel,1995,Celestial Arts,27,Historical Fiction
1405200677,Tigger's Little Book of Diet and Exercise,E.H. Shepard,2002,Egmont Childrens Books,25,Horror
0416196772,Eeyore's Little Book of Gloom,Alan Alexander Milne,1999,Routledge,37,Drama
0747538069,The Adventures of Dougal,Eric Thompson,1998,Bloomsbury Publishing PLC,35,Thriller
0375501347,Amy and Isabelle,Elizabeth Strout,1999,Random House Inc,17,Young Adult
0060927240,"Rule of the Bone : Novel, A",Russell Banks,1996,Perennial,29,Science Fiction
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,32,Historical Fiction
156341029X,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books,26,Science Fiction
0060934719,stardust,Neil Gaiman,2001,Perennial,10,Fiction
1886383421,Fires of Aggar,Chris Anne Wolfe,2001,Windstorm Creative,25,Poetry
1888451084,Kamikaze Lust,Lauren Sanders,2000,Akashic Books,8,Science Fiction
0451450256,Gossamer Axe,Gael Baudino,1993,New Amer Library,25,Fantasy
1555835953,Witchfire,Lauren Maddison,2001,Alyson Books,22,Science Fiction
0395877563,Seven Moves,Carol Anshaw,1997,Mariner Books,12,Cookbooks
0962893862,Return to Isis,Jean Stewart,1992,Rising Tide Press (AZ),23,Fiction
1555834531,Hood,Emma Donoghue,1998,Alyson Publications,19,Adventure
0393318435,Leaving Pipe Shop: Memories of Kin,Deborah McDowell,1998,W. W. Norton &amp; Company,10,Science Fiction
0889740828,Love Ruins Everything: A Novel,Karen X. Tulchinsky,1998,Press Gang Publishers,36,Cookbooks
1563410443,"Skin: Talking About Sex, Class &amp; Literature",Dorothy Allison,1994,Firebrand Books,15,Self-Help
1563899388,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics,10,Biography
1563411148,The Second Coming of Curly Red,Jody Seay,1999,Firebrand Books,31,Thriller
0553579681,Night Mares,Manda Scott,1999,Crimeline,10,History
0553579673,Hen's Teeth,Manda Scott,1999,Bantam Books,23,Memoir
0451181379,The Door to December,Dean R. Koontz,1994,Signet Book,31,Horror
0786889160,"No Shirt, No Shoes, No Problem!",Jeff Foxworthy,1997,Warner Books (Mm),14,Horror
0345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books,32,Biography
0553574175,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin,1998,Spectra Books,22,Adventure
0553574167,"The Hutt Gambit (Star Wars: The Han Solo Trilogy, Vol. 2)",A. C. Crispin,1998,Bantam Books,36,Travel
0553574159,"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",A. C. Crispin,1998,Spectra Books,20,Travel
0312287240,A Year of Full Moons,Madelyn Arnold,2002,Stonewall Inn Editions,25,Science
0679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books,34,Young Adult
0446300101,"The Beans of Egypt, Maine",Carolyn Chute,1986,Warner Books,16,Science
0821750410,Warrior Moon,Sara Orwig,1995,Zebra Books,32,Travel
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,35,Travel
0451456548,Cold Iron,Melisa Michaels,1997,Roc,18,Thriller
0060006048,Circle of Three #12: Written in the Stars (Circle of Three),Isobel Bird,2001,Avon,16,Cookbooks
0312906552,The Space Merchants,Frederik Pohl,1987,St Martins Pr,24,Self-Help
0440117291,DREAMSNAKE,VONDA MCINTYRE,1986,Dell,11,Self-Help
0425049981,Titan,John Varley,1980,Berkley Publishing Group,11,Science Fiction
0374386676,The Year They Burned the Books,Nancy Garden,1999,Farrar Straus Giroux,29,Biography
0786886463,A Density of Souls,Christopher Rice,2001,Miramax,30,Horror
0345395379,Slow River,Nicola Griffith,1996,Ballantine Books,20,Memoir
0380788497,Changer,Jane Lindskold,1998,Eos,34,Biography
0307215342,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,1977,Random House Childrens Books,23,Fantasy
0374343381,Lark in the Morning,Nancy Garden,1991,Farrar Straus &amp; Giroux,27,Travel
0345403339,Saving Grace,LEE SMITH,1996,Ballantine Books,27,Young Adult
0440226694,Lena (50 State Quarters),JACQUELINE WOODSON,2000,Laurel Leaf,30,Historical Fiction
0440219604,I Hadn't Meant to Tell You This,Jacqueline Woodson,1995,Laurel-Leaf Books,31,Fantasy
0767903285,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,Pat Head Summitt,1998,Broadway Books,27,Science
0345429176,"Ufos, JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe",Richard Belzer,1999,Ballantine Books,11,Cookbooks
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,35,Romance
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,16,Fantasy
0345418778,Mostly Harmless,Douglas Adams,2000,Ballantine Books,10,Graphic Novels
0517201658,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings,17,Thriller
0743211383,Dreamcatcher,Stephen King,2001,Scribner,22,Science Fiction
039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group,31,Drama
1884777805,Elements of Programming With Perl,Andrew L. Johnson,1999,Manning Publications,23,History
0312977905,To Catch a Cat,Marian Babson,2002,St. Martin's Minotaur,22,Memoir
0812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books,19,Science Fiction
0451205421,The Door to December,Dean R. Koontz,2002,Signet Book,27,Cookbooks
0894342789,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,1999,Ferguson Publishing Company,14,Biography
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,20,Fantasy
0449207595,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books,14,Fantasy
8806142267,Viaggi del tempo immobile (I coralli),Roberto Vecchioni,1996,Einaudi,29,Romance
0670844594,Rumpole on Trial,John Mortimer,1992,Penguin USA,31,Memoir
039457513X,Billy Bathgate,E. L. Doctorow,1989,Random House,29,Horror
0394559487,Citizens: A Chronicle of the French Revolution,Simon Schama,1989,Random House Inc,8,Drama
0804001944,The Man Who Killed the Deer,Frank Waters,1970,Ohio University Press,17,Self-Help
0590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children,30,Historical Fiction
0689832877,Sunwing (Aladdin Fantasy),Kenneth Oppel,2001,Aladdin,27,Poetry
0689829698,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,1999,Aladdin,20,Science Fiction
0439042917,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,1998,Scholastic,20,Self-Help
0064409457,The Silver Chair (full color) (Narnia),C. S. Lewis,2000,HarperTrophy,18,Poetry
0064405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,20,Adventure
043922165X,"Circles in the Stream (Avalon: Web of Magic, 1)",Shelly R. Roberts,2001,Scholastic,26,Thriller
0152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,20,Adventure
0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,30,Biography
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,11,Poetry
1562477528,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications,27,Historical Fiction
0439221676,"All That Glitters (Avalon, 2)",Rachel Roberts,2001,Scholastic,36,Travel
0439221684,"Cry of the Wolf (Avalon, 3)",Rachel Roberts,2001,Scholastic,24,Fantasy
0439221714,"The Secret of the Unicorn (Avalon Web of Magic, 4)",Rachel Roberts,2000,Scholastic Paperbacks,18,Cookbooks
0439221706,Avalon: Web Of Magic #5: Spellsinger,Rachel Roberts,2002,Scholastic Paperbacks,15,Poetry
0439221730,Trial by Fire,Rachel Roberts,2002,Scholastic Paperbacks,35,Travel
0440415993,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Lensey Namioka,2000,Laurel-Leaf Books,15,Self-Help
0895872102,"The Hauntings of Williamsburg, Yorktown, and Jamestown",Jackie Eileen Behrend,1998,John F. Blair Publisher,32,Graphic Novels
068983585X,The Janitor's Boy,Andrew Clements,2001,Aladdin,35,Fiction
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,27,Young Adult
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,24,Memoir
185424597X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,2003,Monarch Books,16,Science
2080105434,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,2001,Flammarion,14,Science Fiction
349913358X,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.,31,Thriller
3257201761,Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag,24,Adventure
3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe,22,Science Fiction
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,28,Young Adult
0345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books,35,Adventure
0345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey,10,Graphic Novels
0753804700,Reader,Bernhard Schlink,0,Phoenix Books,32,Drama
0451155750,The Dead Zone,Stephen King,2004,Signet Book,20,Poetry
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,36,Self-Help
0415928087,A New Germany in a New Europe,Todd Herzog,2000,Routledge,17,Young Adult
0521427150,"Belonging in the Two Berlins : Kin, State, Nation (Cambridge Studies in Social and Cultural Anthropology)",John Borneman,1992,Cambridge University Press,27,Romance
0812923278,The Great Depression : America 1929-1941,ROBERT S. MCELVAINE,1993,Three Rivers Press,12,Adventure
0884111342,Lady of the Shroud,Bram Stoker,1989,Amereon Limited,23,Fiction
0345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books,33,Travel
0671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket,37,Science
080901582X,The Return of Simple,Langston Hughes,1995,Hill &amp; Wang,20,Fiction
0449006557,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books,19,Fiction
0373250339,A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink,23,Romance
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,8,Science
0385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub,9,Poetry
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,37,Drama
0941423042,American Poetry Since 1970: Up Late,Andrei Codrescu,1988,Four Walls Eight Windows,11,Biography
0373871562,Twin Blessings (Love Inspired (Numbered)),Carolyne Aarsen,2001,Steeple Hill,15,Cookbooks
0553101439,West of Dodge: Frontier Stories,Louis L'Amour,1996,Bantam,9,Horror
0898151910,"How to Make $1,000 a Minute: Negotiating Salaries and Raises",Jack Chapman,1987,Ten Speed Pr,13,Horror
0835949362,Non-manipulative selling,Anthony J Alessandra,1981,Reston Pub. Co,33,Historical Fiction
0880701102,Come Before Winter and Share My Hope,Charles R. Swindoll,1985,Word Publishing,21,Graphic Novels
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,25,Biography
0312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,16,Science
0688048730,Thinking on paper,V. A Howard,1986,W. Morrow,8,Historical Fiction
0425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group,30,Graphic Novels
0385493800,The Testament,John Grisham,1999,Doubleday Books,30,Adventure
0849916399,The Internet Church,Walter P. Wilson,2000,W Publishing Group,11,Cookbooks
1928791107,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,Bruce Fries,2000,Teamcom Books,25,Horror
067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books,17,History
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,31,Fantasy
0877192820,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,Anne Dingus,1995,Gulf Publishing Company,17,Young Adult
0380002450,Awakening,Kate Chopin,1982,Avon,27,Travel
0793133955,Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp; Mutual Funds (Wall Street's Picks),Kirk Kazanjian,1999,Dearborn Financial Publishing,12,Cookbooks
0394178017,Poetics of the New American Poetry,Donald Merriam Allen,1974,Grove Press,30,Fiction
0425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,8,Horror
0385479689,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,1995,Main Street Books,36,Self-Help
0380754851,Moonlighting: 148 Great Ways to Make Money on the Side,Carl Hausman,1991,Harpercollins,33,Self-Help
0380538504,Amanda Miranda,Richard Peck,1981,Harper Mass Market Paperbacks (Mm),22,Young Adult
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,12,Cookbooks
0671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket,12,Historical Fiction
0515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,19,History
0440222818,Guilt,John T. Lescroart,1998,Island,25,Poetry
0451204050,On Secret Service,John Jakes,2001,Signet Book,21,Adventure
038533334X,Charming Billy,Alice McDermott,1999,Delta,28,Poetry
0449131548,All the Days of My Life,Hilary Bailey,1986,Fawcett Books,27,Adventure
0440120470,The Dinner Party,Howard Fast,1991,Dell Publishing Company,15,History
0451188209,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book,19,Drama
0440130913,Golden Cup,Belva Plain,1987,Dell,21,Biography
0449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books,29,Drama
0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,29,Adventure
0451185277,Thorns of Truth,Eileen Goudge,1999,Signet Book,31,Adventure
0440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc.",22,Poetry
0671779338,Border Bride,Arnette Lamb,1993,Pocket,24,Fantasy
0515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,23,Graphic Novels
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,12,Fiction
3442098424,Der FÃ?Â¼rst der Finsternis. Roman.,Anne Rice,1992,Goldmann,17,Drama
0394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf,15,Biography
1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp,24,Cookbooks
0373245696,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",Lois Faye Dyer,2003,Silhouette,32,Poetry
0743201078,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",Sharon Lamb,2002,Free Press,24,Historical Fiction
068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin,33,Biography
0553256785,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam,27,Graphic Novels
0892967994,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press,11,Horror
0061064505,"Blowtorch Psycho.Com (Bone Chillers, No 18)",Sherry Shahan,1997,Harpercollins Juvenile Books,32,History
1551668785,Final Stand,Helen Myers,2002,Mira,21,Romance
0836230868,Christmas : A Holiday Treasury,Della Rowland,1994,Andrews McMeel Publishing,33,Adventure
0381999866,Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library,34,Self-Help
0380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon,27,Fantasy
0380752115,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks,16,Poetry
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,31,Graphic Novels
0446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,13,Mystery
0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,28,Drama
061312975X,This Present Darkness,Frank E. Peretti,1999,Sagebrush Bound,27,Cookbooks
0765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,9,Cookbooks
0590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic,14,Fantasy
0373037430,Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin,34,Science
0064472779,All-American Girl,Meg Cabot,2003,HarperTrophy,31,Young Adult
0553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books,29,Romance
0373750013,"The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)",Cathy Gillen Thacker,2003,Harlequin,17,Poetry
0393030342,A Christmas Story,Richard Burton,1991,W W Norton &amp; Co Inc,29,Horror
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,25,Horror
0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,22,Fiction
0425139069,Somebody Help Me,Beverly Hastings,1993,Berkley Publishing Group,25,Historical Fiction
0450029956,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library,31,Drama
0130139165,Introduction to Fire Prevention (5th Edition),James C. Robertson,2000,Pearson Education,12,Historical Fiction
0373196741,To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette,26,Horror
0451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book,14,Adventure
0140065172,Ordinary People,Judith Guest,1993,Penguin Books,24,Self-Help
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,18,Drama
0373123485,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",Sandra Field,2003,Harlequin,19,Travel
0373123108,Sleeping Partners  (Nine to Five),Helen Brooks,2003,Harlequin,29,Fantasy
0590225170,The Real Mother Goose,Blanche Fisher Wright,1994,Scholastic,36,Science
0399143165,Toxin,Robin Cook,1998,Putnam Pub Group,36,Drama
044132231X,Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY),12,Mystery
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,13,Horror
0786889705,Two for Texas,James Lee Burke,2000,Hyperion,24,Science Fiction
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,21,Historical Fiction
0425137945,Greygallows,Barbara Michaels,1993,Berkley Publishing Group,36,Young Adult
042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group,16,Fiction
0425113892,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group,15,Science Fiction
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,19,Science Fiction
0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,26,Graphic Novels
014036336X,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books,13,Science Fiction
